uid,rpp,userAgent,query,submitter,isBot,actor,type,owningComm,city,id,previousWorkflowStep,time,scopeType,page,longitude,scopeId,epersonid,workflowItemId,sortOrder,countryCode,dns,owningColl,statistics_type,ip,referrer,sortBy,owner,continent,owningItem,latitude,bundleName,workflowStep,,,,,,,,,,,,,,,
9336f057-c2c4-4814-863d-598140b979b7,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,3,4,,222,,2018-01-03T13:44:10.999Z,,,,,0,,,,11.222.333.130,,view,11.222.333.130,https://myrepo.myinst.edu/rest/static/reports/query.html,,,,,,,,,,,,,,,,,,,,,,
a9cb7e9c-d96e-4f5f-9fcf-5c6e966e7dfe,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,2,4,,3476,,2018-01-03T13:44:15.26Z,,,,,0,,,,11.222.333.130,222,view,11.222.333.130,https://myrepo.myinst.edu/handle/987654321/1041655,,,,,,,,,,,,,,,,,,,,,,
88305f0b-fccd-41de-9872-df4c7d4591af,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,4,,16747,,2018-01-03T13:44:15.695Z,,,,,0,,,,11.222.333.130,222,view,11.222.333.130,https://myrepo.myinst.edu/handle/987654321/1041795,,,,3481,,THUMBNAIL,,,,,,,,,,,,,,,,
c5f17af7-3e88-4e4d-89d6-f999e45b336d,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,90,,16734,,2018-01-03T11:43:50.246Z,,,,,,,,,11.222.333.130,176,view,11.222.333.130,https://myrepo.myinst.edu/,,,,3472,,THUMBNAIL,,,,,,,,,,,,,,,,
5111b23b-3df1-45e5-9c43-f3f163f1c9b3,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,90,,16733,,2018-01-03T11:43:51.696Z,,,,,,,,,11.222.333.130,176,view,11.222.333.130,https://myrepo.myinst.edu/,,,,3471,,THUMBNAIL,,,,,,,,,,,,,,,,
d40103ae-db71-4c13-849c-aae3067f6ff9,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,90,,16736,,2018-01-03T11:44:02.21Z,,,,,0,,,,11.222.333.130,176,view,11.222.333.130,https://shibb-idp.georgetown.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s2,,,,3473,,THUMBNAIL,,,,,,,,,,,,,,,,
3a086989-aac8-485f-8d01-042529b7c899,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,90,,16731,,2018-01-03T11:44:07.837Z,,,,,0,,,,11.222.333.130,176,view,11.222.333.130,https://myrepo.myinst.edu/,,,,3474,,THUMBNAIL,,,,,,,,,,,,,,,,
16a16f91-f541-482d-b778-17e47e7f310a,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,90,,16736,,2018-01-03T11:44:07.989Z,,,,,0,,,,11.222.333.130,176,view,11.222.333.130,https://myrepo.myinst.edu/,,,,3473,,THUMBNAIL,,,,,,,,,,,,,,,,
640f0d3c-710b-4bed-a5ac-5ebc99a1ed21,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,90,,16733,,2018-01-03T11:44:08.12Z,,,,,0,,,,11.222.333.130,176,view,11.222.333.130,https://myrepo.myinst.edu/,,,,3471,,THUMBNAIL,,,,,,,,,,,,,,,,
d2f48fd0-45ab-45a8-bdb9-effb8f90e980,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,90,,16734,,2018-01-03T13:32:32.504Z,,,,,,,,,11.222.333.130,176,view,11.222.333.130,https://myrepo.myinst.edu/,,,,3472,,THUMBNAIL,,,,,,,,,,,,,,,,
9a125ceb-f9be-4f14-a63f-2444169e97d1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,4,,16749,,2018-01-03T13:44:15.695Z,,,,,0,,,,11.222.333.130,222,view,11.222.333.130,https://myrepo.myinst.edu/handle/987654321/1041795,,,,3482,,THUMBNAIL,,,,,,,,,,,,,,,,
b1017d47-7e2e-485a-8eef-7f2e231120ac,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,FALSE,,0,4,,16751,,2018-01-03T13:44:15.719Z,,,,,0,,,,11.222.333.130,222,view,11.222.333.130,https://myrepo.myinst.edu/handle/987654321/1041795,,,,3483,,THUMBNAIL,,,,,,,,,,,,,,,,
8d307b1b-8d88-43b4-b20f-479961b99dcd,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,FALSE,,0,96,,17276,,2018-01-04T15:22:19.217Z,,,,,,,,,11.222.333.29,188,view,11.222.333.29,https://myrepo.myinst.edu/,,,,3615,,THUMBNAIL,,,,,,,,,,,,,,,,
6a1cde7a-9f35-4aac-bd18-d7b3b0171778,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,FALSE,,0,90,,16734,,2018-01-04T15:22:19.252Z,,,,,,,,,11.222.333.29,176,view,11.222.333.29,https://myrepo.myinst.edu/,,,,3472,,THUMBNAIL,,,,,,,,,,,,,,,,
ad6c5ffd-0b94-45b1-b639-b3d96f14ffde,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",APT-BAG,,FALSE,,,,,,,2018-01-04T15:22:24.224Z,,,,,,,,,11.222.333.29,,search,11.222.333.29,https://myrepo.myinst.edu/,,,,,,,,,,,,,,,,,,,,,,
23894988-7ef3-4c02-a050-95e5fb01bad3,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,FALSE,,0,"9,1,1",,13745,,2018-01-04T15:22:25.22Z,,,,,,,,,11.222.333.29,18,view,11.222.333.29,https://myrepo.myinst.edu/discover,,,,450,,THUMBNAIL,,,,,,,,,,,,,,,,
c0c5ee78-2d6a-45db-aeb3-b9b9fb90ceeb,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,FALSE,,0,"83,78,26,78,26,26",,5528,,2018-01-04T15:22:25.253Z,,,,,,,,,11.222.333.29,167,view,11.222.333.29,https://myrepo.myinst.edu/discover,,,,1091,,THUMBNAIL,,,,,,,,,,,,,,,,
75eab957-47d9-415a-8bb9-07935107e5d9,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,FALSE,,0,110,,16678,,2018-01-04T15:22:25.27Z,,,,,,,,,11.222.333.29,220,view,11.222.333.29,https://myrepo.myinst.edu/discover,,,,3452,,THUMBNAIL,,,,,,,,,,,,,,,,
f3ce6a1b-3006-4f0f-81d5-e5c6e9f53107,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,FALSE,,0,"9,1,1",,13772,,2018-01-04T15:22:25.304Z,,,,,,,,,11.222.333.29,21,view,11.222.333.29,https://myrepo.myinst.edu/discover,,,,455,,THUMBNAIL,,,,,,,,,,,,,,,,
ae2937be-3295-40af-8c01-9397bbd89465,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,FALSE,,0,"20,1,1",,15127,,2018-01-04T15:22:25.324Z,,,,,,,,,11.222.333.29,59,view,11.222.333.29,https://myrepo.myinst.edu/discover,,,,865,,THUMBNAIL,,,,,,,,,,,,,,,,
0bd4db92-9876-4d3b-9156-067a66673a4a,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,FALSE,,0,"32,31,30,26,31,30,26,30,26,26",,4884,,2018-01-04T15:22:25.37Z,,,,,,,,,11.222.333.29,90,view,11.222.333.29,https://myrepo.myinst.edu/discover,,,,943,,THUMBNAIL,,,,,,,,,,,,,,,,
